oro_return,precio,inflacion_usa,volatilidad_6m,lag_3,tipos_ecb,eurusd,activo_return,desempleo,sp500_return,vix,tipos_fed,curva10Y2Y,target
-0.04043946176271784,17.310527801513672,0.01737942937466075,0.08275330430524386,0.18831043053249386,0.25,1.2374706268310547,-0.010702445038279884,8.2,-0.06265072571454366,24.059999465942383,0.16,1.32,0.01085370586209189
0.02617434087615811,17.498411178588867,0.01653870448297634,0.08674123905679958,0.10528365137666995,0.25,1.266496181488037,0.01085370586209189,8.2,0.03955498222833631,17.079999923706055,0.16,1.34,0.04582074505186107
0.020870589139419193,18.300201416015625,0.014175114798464783,0.08143870067047007,-0.025969585959686237,0.0,1.2259409427642822,0.04582074505186107,8.2,0.012597574204787909,18.93000030517578,0.16,1.28,0.08920081512721345
0.029098946588403507,19.932594299316406,0.016859349154821235,0.05362891121707604,-0.010702445038279884,0.0,1.2510946989059448,0.08920081512721345,8.1,0.019763369506085704,17.469999313354492,0.13,1.35,0.007101245691560676
0.05134750163457258,20.074140548706055,0.019497168982819613,0.041854660599103734,0.01085370586209189,0.0,1.284505009651184,0.007101245691560676,7.8,0.024236153617775313,15.729999542236328,0.14,1.42,-0.10760025695912756
-0.030263664572749427,17.91415786743164,0.021556780595369363,0.06590377151320014,0.04582074505186107,0.0,1.2962603569030762,-0.10760025695912756,7.8,-0.01978940971629395,18.600000381469727,0.16,1.42,-0.016864991272524832
-0.003842780544941804,17.612035751342773,0.017960197033926262,0.06625906416735391,0.08920081512721345,0.0,1.2973533868789673,-0.016864991272524832,7.7,0.0028467166850427716,15.869999885559082,0.16,1.37,-0.08658968337882034
-0.02109999127406681,16.08701515197754,0.017595049796895523,0.0757295591205182,0.007101245691560676,0.0,1.3227688074111938,-0.08658968337882034,7.9,0.007068230956284616,18.020000457763672,0.16,1.53,-0.1440891633366843
-0.008478667798059503,13.769050598144531,0.01684061762098299,0.0859795132475723,-0.10760025695912756,0.0,1.3568336963653564,-0.1440891633366843,8.0,0.050428096466868855,14.279999732971191,0.14,1.75,-0.030933731618512872
-0.04992173047865511,13.343122482299805,0.020181404902574807,0.058637562683628436,-0.016864991272524832,0.0,1.3150973320007324,-0.030933731618512872,7.7,0.011060648765041536,15.510000228881836,0.15,1.64,0.008699419738497083
0.010838624697648402,13.459199905395508,0.015187472411246183,0.05902293704326496,-0.08658968337882034,0.0,1.2807868719100952,0.008699419738497083,7.5,0.03598772398287298,12.699999809265137,0.14,1.62,0.000270814258122698
-0.07687490212101367,13.462844848632812,0.01138808047576867,0.059111482010521195,-0.1440891633366843,0.0,1.3095861673355103,0.000270814258122698,7.6,0.018085767779890016,13.520000457763672,0.15,1.48,0.015696386493951664
-0.05406872587013445,13.674162864685059,0.013903888279197085,0.06353149557075018,-0.030933731618512872,0.0,1.3043931722640991,0.015696386493951664,7.5,0.020762811683057825,16.299999237060547,0.11,1.86,-0.11245718577088004
-0.12121207074327989,12.136404991149902,0.017157935271568725,0.06808158638091188,0.008699419738497083,0.0,1.3013039827346802,-0.11245718577088004,7.5,-0.014999301595580827,16.860000610351562,0.09,2.16,0.14122521215127248
0.07239742772585944,13.850371360778809,0.01885471805415806,0.08220197425744437,0.000270814258122698,0.0,1.3264886140823364,0.14122521215127248,7.3,0.04946207991308538,13.449999809265137,0.09,2.29,0.07665834869212751
0.06377624932553916,14.912117958068848,0.01538809488600279,0.08481640581896321,0.015696386493951664,0.0,1.3224014043807983,0.07665834869212751,7.2,-0.031298019479343964,17.010000228881836,0.08,2.39,-0.01502850160288538
-0.024546592938912926,14.688011169433594,0.010947341081747997,0.08608646721013487,-0.11245718577088004,0.0,1.349545955657959,-0.01502850160288538,7.2,0.029749523259195332,16.600000381469727,0.08,2.31,0.09638102688206396
-0.02807287898233668,16.103656768798828,0.00876799143491147,0.0909906691823366,0.14122521215127248,0.0,1.3724011182785034,0.09638102688206396,7.2,0.04459575276194472,13.75,0.09,2.26,0.06384211023772002
